hours_studied,previous_grade,parental_support,attendance,extracurricular,family_income,class_participation,homework_completion,sleep_hours,final_grade
4,59,0,54,1,131958,1,98,17,64
9,81,1,82,0,120846,1,80,23,64
12,80,0,81,1,142500,0,60,8,91
1,71,1,83,1,107910,0,32,11,82
1,41,1,62,1,166032,1,20,9,93
8,97,1,68,1,68621,0,65,20,49
11,88,1,82,1,189248,1,89,19,81
10,44,1,63,1,159321,0,85,7,88
5,99,1,66,1,92512,1,99,17,97
10,68,1,75,0,70013,0,84,11,96
2,91,0,58,1,191880,1,40,14,68
7,31,1,68,0,191223,1,45,17,55
10,96,1,55,0,141130,0,22,23,77
1,43,0,55,0,168917,0,62,7,53
3,96,1,95,0,176059,0,63,5,65
7,62,0,96,0,91766,0,75,18,41
2,74,1,89,0,157765,0,14,11,64
13,42,0,40,1,115179,1,28,5,76
5,31,0,49,1,124363,0,64,5,53
5,55,1,77,0,167028,0,84,20,47
8,33,0,90,1,128368,1,16,10,50
13,34,0,94,1,90597,1,60,18,84
3,32,0,58,1,193521,1,34,8,43
11,70,1,48,0,170324,1,55,11,96
4,80,0,93,1,147114,1,1,17,74
8,82,0,40,1,98126,0,78,15,91
13,69,1,82,1,50589,1,7,17,50
7,48,0,98,0,163686,0,21,6,51
2,99,1,51,1,101708,0,37,22,40
1,62,1,67,1,112178,1,64,7,53
6,95,0,54,1,67891,0,80,17,71
5,74,1,65,1,80381,1,8,17,92
3,65,0,77,0,78827,0,25,11,56
7,37,1,87,0,126874,0,39,21,64
2,86,0,42,1,106365,1,33,22,69
12,59,1,76,0,176150,1,86,9,86
10,36,0,99,1,187276,0,58,6,42
11,42,0,86,1,61480,0,92,23,67
6,92,1,52,0,78309,0,48,19,93
6,63,0,94,0,51541,1,47,10,44
8,76,0,47,0,79794,0,66,21,43
10,86,0,84,1,193355,1,41,5,51
3,40,0,66,1,65185,0,36,19,47
11,32,0,82,1,137823,0,3,15,53
9,37,1,54,0,50047,0,20,16,53
6,86,1,98,0,63209,1,84,20,85
13,68,0,93,0,110814,1,82,14,55
7,74,1,71,1,94058,0,88,6,77
10,49,0,76,1,59645,0,19,6,97
8,53,1,62,1,147429,0,54,8,51
11,77,1,74,1,167599,1,91,13,47
11,31,0,54,0,111220,1,39,14,61
3,35,1,47,1,56298,0,68,11,93
1,37,0,41,0,102606,0,50,18,73
1,37,1,73,0,104445,0,32,18,89
4,63,1,50,0,51171,1,72,23,48
6,40,1,42,0,89333,1,7,5,66
4,65,0,44,0,195594,0,37,9,99
13,49,0,74,0,142777,0,19,9,62
4,46,0,60,1,98643,0,90,18,84
1,52,1,47,1,56552,1,21,22,69
4,97,0,65,1,74743,0,35,7,96
12,54,0,73,0,155366,1,91,12,58
4,40,1,62,0,116937,0,94,14,93
7,86,1,42,1,190297,0,29,16,47
6,37,0,96,1,174741,0,11,13,76
1,89,0,57,0,77807,1,82,22,69
8,77,0,65,1,51474,0,3,22,61
2,50,0,55,0,153751,1,86,5,48
8,88,0,44,0,160412,0,1,12,47
1,63,1,50,1,180897,1,7,17,78
12,72,1,97,1,73278,0,30,5,81
7,55,0,71,1,188607,0,87,20,64
10,89,0,77,1,103562,0,94,11,86
3,58,1,76,1,99153,0,21,7,94
2,40,0,90,1,122710,1,42,20,43
9,58,0,42,1,73584,1,2,10,88
13,37,0,94,0,196113,0,73,23,93
9,94,0,76,0,56072,1,43,6,57
4,80,1,75,1,168137,1,96,14,94
10,64,1,96,0,50690,0,9,16,69
7,98,1,86,0,131698,1,91,9,46
9,40,0,50,1,174296,1,40,11,90
3,64,0,59,1,99818,0,42,5,53
1,96,0,91,1,94782,1,96,12,41
7,42,0,48,0,115639,1,22,14,64
2,41,1,87,0,187982,1,18,8,83
12,72,1,71,1,156683,1,97,6,82
11,50,0,57,1,134526,1,62,6,49
11,36,1,48,0,56890,1,54,15,68
2,84,1,55,0,82960,1,77,19,80
2,79,1,53,1,128056,1,36,16,52
12,46,0,59,1,169359,1,35,9,74
4,65,1,72,0,180476,0,13,21,85
1,69,1,80,1,55721,1,12,11,73
8,80,1,58,0,132890,1,41,22,52
13,31,0,83,1,183528,1,86,6,61
9,59,1,97,0,189599,0,51,18,87
1,79,1,94,1,110303,1,7,20,51
6,41,1,74,1,58440,1,43,16,72
12,95,1,60,1,97361,1,5,14,86
1,96,0,46,0,179032,1,95,15,58
12,46,0,95,0,89228,0,91,16,62
3,64,1,68,0,111538,1,36,10,57
5,78,0,50,0,194473,0,86,17,81
6,30,0,56,0,169903,1,87,12,73
11,77,0,74,1,124282,0,54,9,63
2,69,1,55,1,160451,1,75,20,40
8,33,1,94,1,84363,0,10,19,94
11,62,1,57,1,50991,1,74,9,89
12,52,0,75,0,89223,0,61,9,45
11,40,0,92,0,133740,0,16,15,49
13,41,1,63,0,140757,0,55,13,82
1,37,1,88,0,145500,1,14,16,61
9,40,1,46,0,85932,0,67,11,42
13,56,1,72,0,59930,0,64,23,66
3,30,0,81,0,50932,1,2,7,83
6,40,1,46,1,185614,0,85,12,99
12,75,0,64,0,135063,0,16,9,64
3,88,1,59,0,89275,0,93,12,63
4,75,1,99,0,128741,1,87,7,91
6,63,0,89,0,74030,0,58,12,53
7,32,0,69,0,87982,0,92,16,98
10,85,1,61,0,146542,0,17,8,87
1,56,0,95,1,88027,1,4,22,41
1,42,1,85,1,182886,1,34,22,65
2,86,1,53,0,143151,1,79,15,55
1,55,1,42,1,72694,1,93,13,50
12,66,0,69,1,98821,0,14,18,77
2,64,0,49,0,98655,0,10,16,80
9,52,1,40,0,112092,0,3,20,57
8,79,1,59,0,90647,1,62,15,42
6,46,0,71,1,110266,1,88,7,78
9,55,0,93,1,116170,1,68,13,78
4,72,1,66,0,152298,1,21,21,78
4,45,0,45,1,139491,0,49,6,87
4,93,1,80,0,118893,1,31,15,78
9,59,0,74,0,75053,0,39,21,94
3,77,1,78,0,183302,1,16,18,98
2,73,1,66,0,160339,0,30,14,40
10,61,0,67,0,102013,0,35,11,71
8,53,0,43,0,116671,0,81,7,65
2,76,1,56,1,140960,0,74,6,81
1,85,0,75,1,72645,1,37,17,74
12,52,0,52,1,98617,1,72,17,50
6,33,1,97,1,130288,0,68,20,89
11,59,1,45,1,137386,1,87,12,64
8,91,1,64,1,155927,0,61,16,44
5,80,0,72,1,148374,1,64,6,94
1,69,0,53,0,79542,0,66,14,45
12,32,1,48,1,142299,1,20,8,46
2,67,0,60,1,199593,0,90,8,52
3,76,0,80,1,71432,1,97,17,44
8,36,1,60,1,130612,0,62,19,94
1,66,0,73,1,90510,0,22,10,60
13,74,1,83,1,119001,0,71,15,80
3,62,1,83,0,63840,1,26,16,78
1,63,0,66,0,193713,0,55,17,92
7,55,1,99,0,58832,1,18,7,94
4,55,1,92,0,121602,1,94,6,92
6,88,1,93,1,191297,1,77,18,65
5,32,0,79,0,52427,1,48,6,91
7,64,0,58,0,74225,1,93,18,67
12,87,0,97,0,103215,1,69,17,47
13,60,0,88,1,69240,0,34,10,70
1,97,1,72,0,187028,1,12,16,73
6,77,1,92,0,199304,0,77,14,78
6,95,0,69,1,177934,0,60,12,73
7,55,1,91,1,65939,1,94,21,76
11,36,0,58,1,124998,0,40,20,61
3,66,0,64,1,136869,0,21,20,86
3,86,0,89,1,164672,0,25,18,71
6,83,1,61,0,149922,1,92,21,86
6,74,0,78,1,100191,1,5,22,42
5,90,1,87,0,190658,1,13,10,52
10,60,0,45,1,106196,1,85,23,67
8,35,1,71,1,90858,0,6,22,60
2,49,0,91,1,173782,0,31,14,50
7,80,0,81,0,58600,0,24,23,41
9,54,1,45,1,55323,1,45,12,45
5,65,0,86,1,189585,1,40,15,79
11,75,0,80,0,121505,0,2,10,82
4,71,1,80,1,52201,0,89,5,85
12,44,1,49,0,97769,0,76,21,45
10,62,0,56,1,124879,1,87,6,81
5,49,0,85,1,142825,0,17,20,98
4,83,1,81,1,189246,1,4,11,57
8,46,1,55,1,107190,0,3,21,64
10,75,1,89,1,83701,1,74,10,50
4,74,1,74,1,131306,0,58,20,48
2,36,1,89,0,156110,1,4,10,71
12,76,1,66,1,60477,0,58,19,56
10,51,1,72,0,52498,0,61,6,85
5,41,0,59,0,95602,1,72,13,55
9,99,0,64,1,141483,1,84,23,55
10,66,0,86,1,68599,0,26,17,98
4,59,1,71,0,145163,0,27,5,53
3,98,1,54,0,163136,0,1,20,95
9,33,1,71,0,85897,0,11,18,63
9,32,0,74,1,102539,0,46,12,73
10,84,1,62,1,95810,0,48,11,70
4,32,0,60,1,91167,0,70,20,89
6,46,0,55,0,131372,0,16,17,58
5,55,0,72,0,75276,1,40,17,78
7,84,1,51,0,160011,1,40,12,65
3,65,0,78,1,131747,1,50,14,74
9,69,1,91,0,93506,0,59,19,87
2,95,1,72,1,125625,1,37,21,58
13,71,1,58,0,101307,1,77,21,61
1,42,0,84,1,132180,1,7,21,55
10,76,0,70,0,194426,0,25,6,71
6,92,1,71,1,130855,0,91,5,90
11,47,0,78,1,132745,0,46,16,99
10,83,1,99,0,171764,0,45,11,85
13,42,0,95,1,144841,1,53,9,51
11,48,0,79,0,164103,1,66,10,96
10,55,0,47,1,100991,0,78,10,80
4,43,1,71,0,128130,0,79,18,88
8,47,1,97,0,150994,1,18,21,81
7,43,0,91,1,182355,1,25,18,48
11,57,1,48,0,66250,1,28,13,75
8,34,1,66,1,114019,1,34,8,44
12,99,0,49,0,58062,0,48,5,57
6,99,0,90,0,72471,1,13,8,82
11,61,0,99,1,133856,1,52,10,94
13,48,0,82,0,175770,0,42,16,81
9,81,0,54,0,82731,1,61,5,74
4,76,1,89,0,126741,0,21,15,74
3,76,1,68,0,62719,0,75,8,43
7,30,1,59,1,139279,0,21,21,59
9,39,0,92,1,198439,1,52,11,55
13,30,0,63,0,107945,1,44,10,84
3,61,1,49,0,55933,0,42,18,75
4,90,0,83,0,185918,1,33,18,43
11,69,1,49,1,126904,0,15,22,72
2,48,1,93,0,156671,0,53,16,45
1,78,0,87,1,152965,1,44,21,93
4,90,0,89,0,69079,0,90,5,43
13,62,0,68,1,79335,0,70,14,96
9,87,1,47,0,164492,0,55,11,68
10,96,1,97,0,102381,1,17,17,60
7,84,0,42,0,190975,0,57,20,82
8,65,1,62,1,136519,1,57,19,72
10,41,0,69,1,88559,1,14,16,77
4,40,1,73,0,134407,0,72,17,45
2,84,0,61,1,140622,1,13,17,58
3,46,1,44,1,152464,0,89,23,73
9,66,1,53,0,70004,1,17,13,74
2,62,0,46,1,165408,0,3,9,66
6,50,1,81,0,199569,0,12,14,84
5,65,0,65,1,141252,1,67,12,95
2,92,1,80,0,84358,0,56,19,46
10,89,1,49,0,184937,1,88,10,46
5,41,0,62,1,95403,1,90,14,82
4,36,0,47,1,133057,0,60,6,64
5,31,1,56,0,168133,1,97,6,40
3,43,1,63,0,101937,0,57,10,52
8,48,1,79,0,72707,1,64,21,68
8,48,1,63,1,145863,1,64,10,83
4,37,0,55,1,199607,1,51,6,64
10,63,0,52,1,116907,1,33,15,64
6,72,0,88,1,128747,0,89,12,98
12,80,1,92,1,80036,1,92,6,60
10,40,0,71,1,159551,0,2,12,43
12,38,0,97,1,62302,0,46,13,78
1,73,1,43,0,115326,1,76,12,73
13,60,1,81,0,148279,0,39,12,66
2,41,0,69,1,187443,0,88,17,96
12,60,0,82,0,123579,0,50,16,78
2,44,0,95,1,108560,0,31,21,50
4,80,1,64,1,173657,0,94,18,98
3,88,1,98,1,104432,1,15,13,86
5,77,0,95,0,97733,0,93,7,42
1,30,1,92,0,190446,1,2,15,95
1,65,1,62,1,151771,1,49,11,63
13,75,1,68,1,102274,1,95,23,49
2,65,1,47,1,115498,0,96,7,74
10,75,1,50,0,73563,1,72,5,61
2,86,1,45,1,124528,0,3,14,94
7,32,1,91,0,195239,1,87,18,40
6,83,1,85,0,198565,0,75,14,76
12,50,1,92,1,57955,1,45,17,82
5,78,0,55,0,162182,1,35,9,82
11,40,0,84,0,178697,1,19,15,52
3,58,1,50,1,184987,0,60,22,88
10,49,1,90,1,79187,0,40,10,66
11,37,1,40,1,174437,0,13,23,72
6,86,0,97,0,186256,0,3,9,64
11,71,0,73,0,148897,0,23,9,55
9,75,0,53,1,144133,1,88,15,90
8,99,0,62,1,128394,0,21,23,59
13,46,1,40,1,174361,1,71,7,72
2,85,1,77,0,154285,0,41,13,73
4,63,0,57,0,144866,1,32,16,66
8,45,0,59,1,189616,1,8,20,67
7,48,1,47,0,135624,0,41,14,84
13,56,1,48,1,94972,0,17,8,94
9,47,1,43,1,198688,0,41,12,79
12,48,0,69,1,110161,1,30,22,82
3,45,1,99,0,173740,0,5,18,65
11,34,1,57,1,66033,1,85,9,93
10,41,1,77,1,121296,0,60,13,75
6,56,0,92,1,163657,1,99,14,86
8,86,1,52,0,175774,0,86,17,47
4,45,0,87,1,99891,0,86,17,91
10,87,0,51,0,61053,1,91,18,87
5,31,0,72,1,69502,1,83,10,74
12,90,0,64,0,163207,0,75,15,94
4,81,0,40,1,157772,1,58,18,83
12,96,0,74,0,116091,0,50,5,96
5,51,1,72,0,194766,0,37,15,97
6,59,1,86,1,133829,0,42,20,96
9,99,1,68,0,164064,0,91,7,53
8,94,0,68,0,187711,1,59,17,88
12,80,0,74,0,86789,0,13,12,54
13,46,0,44,0,164528,1,56,8,82
1,81,0,69,0,62163,0,98,22,67
13,54,0,85,0,93824,0,87,21,61
10,90,1,76,0,148736,1,5,12,60
9,52,0,61,1,123440,1,75,17,66
8,89,0,47,0,154636,1,65,22,76
10,76,1,62,0,197181,0,69,11,40
10,77,0,57,1,166910,0,41,21,61
3,67,0,43,0,88144,0,81,15,64
2,59,0,70,0,110236,1,77,5,54
5,52,1,59,1,114608,1,77,8,52
3,45,1,66,1,83358,1,64,12,60
12,50,1,75,0,131259,1,25,14,90
5,41,1,43,1,171974,0,61,10,74
2,98,1,72,0,118880,0,35,21,65
2,30,0,57,1,128678,0,17,22,44
7,48,1,62,1,140553,0,73,7,55
11,55,1,46,1,90471,1,73,14,68
1,44,0,63,1,143353,1,55,14,70
10,73,1,78,0,157743,0,94,10,78
3,73,0,65,1,155448,0,68,20,72
11,58,0,73,0,64328,0,31,9,73
12,34,0,88,0,124884,1,37,10,66
5,42,1,94,0,130795,0,21,10,73
4,41,1,57,0,193860,0,1,14,58
1,31,0,82,0,151120,1,54,17,66
5,76,0,43,0,92056,1,48,13,56
1,59,0,98,1,158400,0,66,11,40
13,58,0,90,1,166442,1,95,16,58
2,87,1,93,1,99316,1,25,11,73
10,51,1,68,0,91086,1,8,15,89
6,63,1,54,0,133501,0,34,7,46
10,85,0,87,1,172393,1,14,14,55
11,45,1,92,0,161046,0,33,10,70
12,47,1,58,0,119666,0,52,20,46
6,88,0,87,0,95738,0,60,23,43
3,89,0,55,1,92623,1,54,17,66
13,84,0,76,0,145116,0,60,16,66
3,37,0,83,0,131109,1,94,18,51
8,98,0,86,0,77342,0,86,12,89
1,62,0,71,0,176592,0,8,14,51
12,38,0,95,1,196027,0,99,21,40
5,58,0,90,1,157694,1,8,16,95
13,37,0,85,0,141450,1,66,11,90
10,32,1,65,0,182282,1,7,22,42
8,60,1,97,1,177302,1,38,19,41
13,46,0,42,0,97623,0,10,6,65
5,84,0,75,1,94952,1,74,23,51
1,40,1,90,1,137028,0,6,11,90
4,59,1,68,1,162178,1,40,8,83
4,95,1,42,1,169866,1,29,23,83
4,95,0,95,1,54282,0,38,15,92
8,34,0,98,0,145066,0,49,16,64
4,31,1,62,0,104509,1,47,16,69
13,43,1,41,0,141714,1,29,18,64
5,51,1,60,1,188168,0,86,19,90
2,55,1,61,1,127997,1,31,16,45
6,81,0,72,1,193150,1,19,15,59
9,95,1,49,0,140895,1,80,12,64
4,72,0,70,0,98432,1,5,11,98
9,72,1,64,0,126981,0,27,23,61
7,62,1,59,0,83738,1,45,17,85
6,61,1,53,1,195916,0,52,10,93
7,58,1,64,1,110428,0,16,5,67
2,57,1,88,0,129308,1,46,8,68
7,30,1,64,0,148486,0,25,11,58
1,99,0,53,1,167028,0,68,6,89
11,96,1,54,1,195279,0,21,16,79
4,86,0,93,0,179019,0,10,19,61
5,97,1,51,0,168040,0,76,19,77
12,87,0,57,1,156050,0,59,17,83
5,82,1,71,1,86353,1,21,15,56
7,77,0,45,0,120495,1,32,11,70
4,63,1,44,1,68436,0,88,19,59
1,65,0,95,0,163211,0,7,8,66
4,72,0,46,1,67375,0,9,6,87
7,93,0,40,0,171397,0,39,15,73
11,33,0,77,1,180735,1,78,22,91
6,59,0,77,0,156853,1,53,6,89
12,73,1,41,1,71246,1,51,9,52
10,45,0,43,1,54144,1,96,18,57
12,53,0,90,0,71420,1,61,17,44
5,64,0,76,1,187648,1,52,11,49
5,97,1,68,0,186875,1,54,23,45
11,61,0,99,1,160225,0,88,14,79
12,31,0,97,1,59050,1,73,14,69
11,39,1,44,0,133954,1,28,21,98
1,48,1,45,1,72831,1,30,12,61
8,93,1,92,1,162228,1,59,22,42
12,55,0,50,0,86043,0,38,13,59
9,54,0,47,1,107344,0,54,12,82
1,67,0,68,0,103648,0,32,21,91
3,81,0,99,0,94989,0,12,21,56
13,70,1,56,1,157427,1,58,6,45
3,68,0,64,0,75958,0,46,16,89
2,72,0,87,1,168769,0,67,19,89
8,67,0,54,0,80287,1,21,10,45
5,78,0,91,0,54919,1,10,17,89
4,50,1,95,1,141975,1,71,13,40
13,91,1,68,0,168248,0,3,18,45
3,98,1,66,1,192409,1,35,7,59
8,62,1,62,0,68525,1,19,9,73
2,98,1,61,1,138250,0,92,5,87
9,51,1,50,0,159553,1,92,6,68
2,58,1,43,1,186193,0,48,23,84
10,70,0,98,1,92894,1,52,12,70
12,55,0,67,0,129792,1,13,22,54
7,33,1,71,0,165955,0,99,20,61
9,65,0,71,1,186895,0,89,7,47
5,69,0,73,1,106645,0,38,19,77
1,66,1,93,0,174239,0,33,5,94
5,77,1,68,1,191371,1,26,21,46
5,51,0,55,0,108275,0,89,10,52
9,95,0,65,1,183879,1,33,13,90
5,56,1,41,0,153685,1,25,8,65
11,41,0,76,1,89637,0,4,16,76
13,80,0,44,0,154615,1,68,23,90
10,63,0,96,0,111960,0,68,17,93
1,51,0,51,0,71856,0,40,8,50
9,74,1,43,1,137414,1,86,13,87
1,77,1,51,1,110090,1,45,19,58
10,60,1,71,1,75023,0,89,23,95
8,51,0,62,0,69593,0,52,17,61
4,99,1,89,0,87748,0,61,11,63
11,65,0,93,1,125236,1,70,16,83
5,37,1,53,0,182572,1,39,16,51
3,49,0,79,1,56511,1,0,20,77
4,69,0,97,0,101080,0,76,14,65
2,40,0,83,0,95087,0,46,9,75
10,59,1,83,1,134948,1,12,7,77
9,68,0,41,1,121784,1,25,17,91
1,43,0,66,1,102856,0,41,22,55
5,70,0,77,0,113327,0,91,9,77
3,55,1,89,1,114995,0,59,22,56
10,89,1,82,0,61213,0,4,15,41
1,57,1,77,1,57389,0,78,23,69
5,71,1,50,0,171215,1,79,14,95
8,42,1,83,0,50864,1,82,9,76
2,74,1,91,1,101996,0,52,16,98
3,30,0,61,1,198019,1,84,15,90
7,92,0,69,0,59664,0,44,11,59
8,51,0,99,1,65380,0,88,14,82
5,35,0,67,1,165408,0,65,8,72
5,89,0,79,0,126832,1,54,17,42
3,97,1,95,1,50575,1,93,18,96
2,96,0,85,1,72722,1,81,16,83
11,95,1,96,1,198287,0,39,9,82
10,44,0,65,1,65946,0,85,20,80
13,85,1,61,0,93156,1,27,19,93
6,60,1,81,1,141718,1,72,21,65
3,42,0,64,0,158752,1,42,6,94
10,57,0,83,0,78594,1,8,14,45
8,37,0,57,1,112960,1,24,9,90
7,84,1,77,0,129358,0,33,14,86
6,93,0,96,0,108788,1,29,22,99
9,55,0,93,1,190039,1,77,13,46
11,74,0,96,0,87815,0,71,13,66
4,97,0,69,0,183819,0,69,14,87
9,40,0,63,0,164367,1,82,14,61
5,41,0,80,1,171657,0,50,18,67
7,97,1,47,1,129292,1,4,8,95
3,69,0,86,0,125921,0,22,15,97
6,43,1,48,1,116712,0,14,15,62
9,42,1,98,0,131543,0,36,19,43
8,95,1,90,1,110024,0,80,6,46
6,75,1,90,1,106637,0,61,8,96
3,91,0,59,0,95536,0,12,6,77
3,48,0,64,0,99415,0,82,18,91
1,98,0,93,1,116470,1,24,13,91
4,77,0,67,0,170859,1,58,7,46
1,31,0,99,0,196303,1,27,21,92
7,35,1,60,0,63040,0,80,18,48
2,46,1,41,0,151838,1,83,16,43
2,53,1,53,1,57794,1,76,11,54
3,70,0,66,1,119958,0,25,17,69
3,72,0,74,1,195347,1,49,18,87
3,38,1,95,1,59317,0,83,15,79
5,69,0,60,0,142734,0,28,17,64
13,34,0,64,0,53577,0,46,15,90
8,54,0,49,1,125257,0,16,6,48
8,84,1,96,1,182279,1,41,12,83
10,47,0,65,0,160877,1,10,11,73
10,64,1,60,1,129380,1,95,18,51
12,40,1,86,0,111131,0,92,20,82
2,58,1,47,0,162110,0,21,21,82
4,86,0,41,1,60355,0,84,9,85
11,83,0,50,0,104714,0,82,7,56
12,77,1,49,0,100245,0,48,19,40
10,71,0,80,1,78421,1,58,13,95
1,96,0,85,0,129804,1,94,14,74
10,90,0,81,1,76756,0,65,7,73
10,73,0,67,0,149416,0,38,5,93
8,35,0,66,0,86352,0,50,9,81
5,93,1,90,0,157665,1,67,12,68
13,50,0,69,0,160959,1,76,6,40
10,98,0,93,1,52153,0,6,6,74
10,91,0,67,1,159054,1,32,5,44
3,49,1,63,0,132375,1,20,19,71
9,93,0,54,0,56027,1,31,9,84
7,67,1,59,0,179506,1,70,22,75
9,71,1,40,1,105182,1,83,23,68
7,61,0,69,0,72656,1,31,16,81
11,50,1,74,0,174209,1,73,18,69
12,94,1,60,0,114261,0,47,18,57
3,92,1,82,0,93767,1,27,7,69
6,79,1,68,0,105395,0,81,8,73
13,53,1,43,1,96260,0,32,18,93
10,83,0,90,1,124343,1,50,14,70
1,94,1,82,1,112675,0,20,12,89
5,97,1,83,0,112852,0,50,7,91
2,31,1,89,0,123964,1,40,9,98
10,46,1,43,0,160718,1,36,15,96
2,79,0,92,1,78758,1,29,13,89
12,69,0,74,1,147726,1,11,20,91
1,91,1,43,1,96892,0,50,16,61
11,93,1,53,0,73841,1,66,10,53
1,79,1,42,1,52592,1,59,9,51
2,44,0,76,0,114302,0,5,9,88
8,96,0,98,1,72828,0,95,22,40
13,37,1,65,1,145470,1,18,7,67
11,91,1,43,0,156099,1,78,14,98
7,44,0,87,1,149787,1,35,5,75
9,47,1,67,1,182100,0,60,5,74
2,34,1,93,0,107638,1,94,23,58
7,37,0,55,0,119078,1,85,11,44
5,56,1,42,1,127630,1,53,9,86
7,74,1,81,0,151542,1,14,22,46
1,84,0,50,1,62259,0,98,18,84
4,76,1,53,1,180248,1,6,20,97
6,69,0,44,0,128764,0,34,13,68
7,31,1,64,0,182080,0,82,19,54
6,81,0,91,1,146492,0,63,20,58
4,90,0,52,0,168216,1,20,8,43
11,90,1,42,0,177391,0,98,15,91
6,66,1,84,0,66090,0,30,22,43
2,33,0,71,1,167017,1,83,23,59
10,34,1,59,0,102968,0,8,12,71
7,55,1,95,0,182226,0,47,6,58
7,74,0,74,1,174780,1,91,6,94
8,71,0,43,0,117924,0,56,9,91
9,55,0,61,1,167512,1,16,19,68
10,31,0,42,0,189187,1,75,19,58
2,35,1,93,1,103791,1,10,9,96
1,78,1,51,1,161798,0,41,10,62
8,46,0,43,1,166698,1,4,14,56
11,69,1,54,1,191646,1,20,18,55
8,50,0,89,1,142763,1,38,21,73
9,39,1,94,0,134934,0,40,9,50
13,97,1,50,1,90161,1,0,7,48
6,78,0,68,1,193384,0,63,22,99
4,75,1,63,0,62892,0,66,9,64
5,50,1,53,0,86873,0,53,16,48
10,49,1,63,1,61209,1,20,12,92
1,68,0,86,0,125877,0,92,22,58
11,32,1,93,1,163587,0,46,6,58
10,65,0,70,1,140319,1,61,23,66
5,42,1,94,0,85983,0,70,14,79
12,60,1,75,0,146998,1,90,23,89
4,88,0,64,1,96353,0,42,15,85
11,90,1,82,0,104567,0,33,6,66
7,68,1,65,1,92852,1,88,16,63
10,50,1,77,1,132252,1,91,13,55
5,49,1,63,1,151572,0,87,8,46
2,57,0,69,0,54978,1,81,23,57
6,81,1,65,1,85990,1,45,18,41
2,72,1,78,0,117732,0,22,16,98
9,97,0,79,0,114874,0,24,14,96
1,95,1,41,1,63164,0,39,16,42
7,66,0,63,0,198782,1,54,14,61
10,82,0,95,0,132133,1,61,7,94
9,51,0,77,1,55378,0,78,7,43
12,78,0,74,1,124321,1,8,11,55
10,33,0,93,1,86355,0,18,19,47
1,68,0,77,0,62950,1,63,11,59
2,75,0,92,1,86226,0,29,7,93
9,94,0,69,0,153481,0,4,5,85
4,74,0,57,1,181325,0,98,12,95
1,50,1,59,1,156361,1,44,7,61
3,78,0,84,1,185798,1,43,21,94
5,86,0,77,0,111103,1,90,21,82
11,45,0,61,1,199567,0,95,12,83
9,96,1,40,1,184997,1,41,18,94
7,54,1,96,0,85314,0,25,22,95
5,84,1,52,1,155027,0,30,8,71
10,60,1,41,1,165549,0,24,6,53
4,71,1,73,0,144066,1,68,17,56
11,50,0,87,1,186744,0,58,15,71
5,30,1,83,1,107469,0,84,7,53
2,59,0,71,1,176947,0,57,21,45
12,96,0,93,0,188706,1,80,5,67
6,71,1,76,1,111193,0,13,13,83
4,94,1,58,1,110823,0,68,7,53
6,61,1,47,1,103796,0,6,8,79
7,68,1,86,1,126057,1,37,13,74
1,80,1,56,0,61289,1,6,19,84
11,85,1,50,0,134749,1,29,13,85
5,80,1,97,1,172292,0,13,23,91
1,49,1,96,1,55186,1,66,15,94
12,48,0,55,0,77826,1,81,9,95
2,81,1,93,0,186228,0,64,14,71
13,48,0,86,0,182304,0,76,6,86
3,63,0,87,0,123985,0,12,19,56
9,70,1,84,0,175430,0,8,20,96
9,93,1,57,0,56067,0,76,18,90
4,36,1,86,1,57531,0,41,10,56
10,50,0,59,1,166096,0,42,23,60
11,78,1,71,1,179945,0,11,20,47
1,66,0,90,1,90110,1,8,5,98
5,32,0,97,1,134944,0,61,14,50
13,33,0,48,1,183554,1,10,10,99
7,86,1,88,0,98703,0,74,17,85
11,36,1,72,0,116435,0,12,17,46
10,73,1,61,1,154850,1,66,11,70
12,64,0,79,0,141980,1,31,13,76
5,77,0,98,0,195679,1,95,12,69
13,95,0,62,0,131653,0,82,16,92
2,85,0,65,1,121579,1,9,11,47
13,65,0,96,0,124289,1,58,14,46
13,48,0,78,0,67500,0,84,23,60
2,33,0,87,1,150124,0,27,16,88
7,74,1,63,1,55462,1,0,10,56
2,52,0,76,0,71485,0,98,10,76
1,70,0,48,0,187654,0,99,17,76
2,69,0,75,1,143486,0,26,5,79
7,58,1,40,0,50392,0,6,16,73
3,36,1,87,1,177285,1,32,15,57
12,64,1,81,0,151517,1,12,8,54
3,41,0,48,1,119767,0,28,11,46
3,59,0,99,1,79580,1,12,16,97
12,65,0,74,1,184930,1,64,12,69
11,64,1,69,0,162442,0,83,9,40
7,80,1,62,0,72503,1,37,21,82
5,97,1,50,0,125542,0,29,18,41
11,51,0,92,1,172413,0,44,12,43
1,90,0,72,1,146819,0,26,20,83
11,46,0,59,0,54470,0,18,17,53
1,69,0,42,1,153274,0,21,23,73
5,75,0,63,0,86881,1,70,12,86
10,65,1,42,1,183664,1,86,12,71
3,94,1,65,0,187444,1,64,17,55
4,47,1,42,1,74197,0,92,16,81
12,47,1,56,1,64011,1,92,11,80
3,36,1,52,0,162285,0,92,10,71
2,81,1,90,0,156693,1,90,23,85
9,63,0,86,1,147308,1,13,8,41
13,36,1,69,0,111180,0,21,20,85
7,65,1,69,0,82438,1,60,15,97
4,76,0,62,1,93977,0,18,7,71
11,67,0,42,0,105896,0,91,20,81
